"국가","광종","수입","항목","단위","2023 년",
"헝가리","토      탄(MT)","수입물량","수입 실적","","0",
"호주","석 재(MT)","수입%","수입 실적","","0",
"호주","석 재(MT)","수입금액","수입 실적","","2",
"호주","석 재(MT)","수입물량","수입 실적","","0",
"호주","합계(MT)","수입%","수입 실적","","505",
"호주","합계(MT)","수입금액","수입 실적","","14889392",
"호주","합계(MT)","수입물량","수입 실적","","87685693",
"호주","금      광(Kg)","수입%","수입 실적","","12",
"호주","금      광(Kg)","수입금액","수입 실적","","12928",
"호주","금      광(Kg)","수입물량","수입 실적","","36",
"호주","은      광(Kg)","수입%","수입 실적","","2",
"호주","은      광(Kg)","수입금액","수입 실적","","5399",
"호주","은      광(Kg)","수입물량","수입 실적","","1810",
"호주","동      광(MT)","수입%","수입 실적","","17",
